ID,RootVolume,Genotype,Stage,FolderName,PlantNumber,ImagePaths_L,ImagePaths_R,Layers_L,Layers_R
ID_170847_F3fsoi,3.1,TMEB419,Early,Lwuwokuhrf,1,[],"['/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_015.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_016.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_017.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_018.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_019.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_020.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_021.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_022.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_023.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_024.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_025.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_026.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_027.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_028.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_029.png', '/Users/yuvenblowria/MLPR/data/Lwuwokuhrf/Lwuwokuhrf_R_030.png']",[],"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]"
ID_171046_Qj2ln4,2.8,IBA980581,Early,Efaiye0hmy,4,[],"['/Users/yuvenblowria/MLPR/data/Efaiye0hmy/Efaiye0hmy_R_020.png', '/Users/yuvenblowria/MLPR/data/Efaiye0hmy/Efaiye0hmy_R_021.png', '/Users/yuvenblowria/MLPR/data/Efaiye0hmy/Efaiye0hmy_R_022.png', '/Users/yuvenblowria/MLPR/data/Efaiye0hmy/Efaiye0hmy_R_023.png', '/Users/yuvenblowria/MLPR/data/Efaiye0hmy/Efaiye0hmy_R_024.png', '/Users/yuvenblowria/MLPR/data/Efaiye0hmy/Efaiye0hmy_R_025.png', '/Users/yuvenblowria/MLPR/data/Efaiye0hmy/Efaiye0hmy_R_026.png', '/Users/yuvenblowria/MLPR/data/Efaiye0hmy/Efaiye0hmy_R_027.png', '/Users/yuvenblowria/MLPR/data/Efaiye0hmy/Efaiye0hmy_R_028.png', '/Users/yuvenblowria/MLPR/data/Efaiye0hmy/Efaiye0hmy_R_029.png', '/Users/yuvenblowria/MLPR/data/Efaiye0hmy/Efaiye0hmy_R_030.png']",[],"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]"
ID_171226_Jaqvha,4.5,IITA-TMS-IBA000070,Early,L8w7zu7wek,5,[],"['/Users/yuvenblowria/MLPR/data/L8w7zu7wek/L8w7zu7wek_R_027.png', '/Users/yuvenblowria/MLPR/data/L8w7zu7wek/L8w7zu7wek_R_028.png', '/Users/yuvenblowria/MLPR/data/L8w7zu7wek/L8w7zu7wek_R_029.png', '/Users/yuvenblowria/MLPR/data/L8w7zu7wek/L8w7zu7wek_R_030.png', '/Users/yuvenblowria/MLPR/data/L8w7zu7wek/L8w7zu7wek_R_031.png', '/Users/yuvenblowria/MLPR/data/L8w7zu7wek/L8w7zu7wek_R_032.png', '/Users/yuvenblowria/MLPR/data/L8w7zu7wek/L8w7zu7wek_R_033.png']",[],"[27, 28, 29, 30, 31, 32, 33]"
ID_172124_Tegada,2.1,IBA154810,Early,Jrem9eo37e,2,"['/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_L_029.png', '/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_L_030.png', '/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_L_031.png', '/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_L_032.png', '/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_L_033.png', '/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_L_034.png', '/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_L_035.png', '/Users/yuvenblowria/MLPR/data/Jrem9eo37e/Jrem9eo37e_L_036.png']",[],"[29, 30, 31, 32, 33, 34, 35, 36]",[]
ID_173595_Oveu0u,2.9,IITA-TMS-IBA000070,Early,F1p0lhe1ij,1,[],"['/Users/yuvenblowria/MLPR/data/F1p0lhe1ij/F1p0lhe1ij_R_030.png', '/Users/yuvenblowria/MLPR/data/F1p0lhe1ij/F1p0lhe1ij_R_031.png', '/Users/yuvenblowria/MLPR/data/F1p0lhe1ij/F1p0lhe1ij_R_032.png', '/Users/yuvenblowria/MLPR/data/F1p0lhe1ij/F1p0lhe1ij_R_033.png', '/Users/yuvenblowria/MLPR/data/F1p0lhe1ij/F1p0lhe1ij_R_034.png', '/Users/yuvenblowria/MLPR/data/F1p0lhe1ij/F1p0lhe1ij_R_035.png', '/Users/yuvenblowria/MLPR/data/F1p0lhe1ij/F1p0lhe1ij_R_036.png', '/Users/yuvenblowria/MLPR/data/F1p0lhe1ij/F1p0lhe1ij_R_037.png']",[],"[30, 31, 32, 33, 34, 35, 36, 37]"
ID_174315_Lw9ftc,3.7,IBA154810,Early,Izbgyxre0g,2,"['/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_L_024.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_L_025.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_L_026.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_L_027.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_L_028.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_L_029.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_L_030.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_L_031.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_L_032.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_L_033.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_L_034.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_L_035.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_L_036.png', '/Users/yuvenblowria/MLPR/data/Izbgyxre0g/Izbgyxre0g_L_037.png']",[],"[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",[]
ID_175452_Du2oso,0.9,IBA154810,Early,Dhfwcg1uj2,2,[],"['/Users/yuvenblowria/MLPR/data/Dhfwcg1uj2/Dhfwcg1uj2_R_020.png', '/Users/yuvenblowria/MLPR/data/Dhfwcg1uj2/Dhfwcg1uj2_R_021.png', '/Users/yuvenblowria/MLPR/data/Dhfwcg1uj2/Dhfwcg1uj2_R_022.png', '/Users/yuvenblowria/MLPR/data/Dhfwcg1uj2/Dhfwcg1uj2_R_023.png', '/Users/yuvenblowria/MLPR/data/Dhfwcg1uj2/Dhfwcg1uj2_R_024.png', '/Users/yuvenblowria/MLPR/data/Dhfwcg1uj2/Dhfwcg1uj2_R_025.png', '/Users/yuvenblowria/MLPR/data/Dhfwcg1uj2/Dhfwcg1uj2_R_026.png', '/Users/yuvenblowria/MLPR/data/Dhfwcg1uj2/Dhfwcg1uj2_R_027.png', '/Users/yuvenblowria/MLPR/data/Dhfwcg1uj2/Dhfwcg1uj2_R_028.png', '/Users/yuvenblowria/MLPR/data/Dhfwcg1uj2/Dhfwcg1uj2_R_029.png', '/Users/yuvenblowria/MLPR/data/Dhfwcg1uj2/Dhfwcg1uj2_R_030.png', '/Users/yuvenblowria/MLPR/data/Dhfwcg1uj2/Dhfwcg1uj2_R_031.png', '/Users/yuvenblowria/MLPR/data/Dhfwcg1uj2/Dhfwcg1uj2_R_032.png']",[],"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]"
ID_180664_Op8l7j,0.5,TMEB419,Early,Pucqtyga9u,5,[],"['/Users/yuvenblowria/MLPR/data/Pucqtyga9u/Pucqtyga9u_R_037.png', '/Users/yuvenblowria/MLPR/data/Pucqtyga9u/Pucqtyga9u_R_038.png', '/Users/yuvenblowria/MLPR/data/Pucqtyga9u/Pucqtyga9u_R_039.png', '/Users/yuvenblowria/MLPR/data/Pucqtyga9u/Pucqtyga9u_R_040.png', '/Users/yuvenblowria/MLPR/data/Pucqtyga9u/Pucqtyga9u_R_041.png', '/Users/yuvenblowria/MLPR/data/Pucqtyga9u/Pucqtyga9u_R_042.png', '/Users/yuvenblowria/MLPR/data/Pucqtyga9u/Pucqtyga9u_R_043.png']",[],"[37, 38, 39, 40, 41, 42, 43]"
ID_183767_Vuz2mr,1.7,TMEB693,Early,Lsdgz02kdp,4,"['/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_029.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_030.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_031.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_032.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_033.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_034.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_035.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_036.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_037.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_038.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_039.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_040.png']",[],"[29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",[]
ID_185638_Pvy4ka,0.9,TMEB693,Early,Yjzw2bylox,2,[],"['/Users/yuvenblowria/MLPR/data/Yjzw2bylox/Yjzw2bylox_R_023.png', '/Users/yuvenblowria/MLPR/data/Yjzw2bylox/Yjzw2bylox_R_024.png', '/Users/yuvenblowria/MLPR/data/Yjzw2bylox/Yjzw2bylox_R_025.png', '/Users/yuvenblowria/MLPR/data/Yjzw2bylox/Yjzw2bylox_R_026.png', '/Users/yuvenblowria/MLPR/data/Yjzw2bylox/Yjzw2bylox_R_027.png', '/Users/yuvenblowria/MLPR/data/Yjzw2bylox/Yjzw2bylox_R_028.png', '/Users/yuvenblowria/MLPR/data/Yjzw2bylox/Yjzw2bylox_R_029.png', '/Users/yuvenblowria/MLPR/data/Yjzw2bylox/Yjzw2bylox_R_030.png', '/Users/yuvenblowria/MLPR/data/Yjzw2bylox/Yjzw2bylox_R_031.png', '/Users/yuvenblowria/MLPR/data/Yjzw2bylox/Yjzw2bylox_R_032.png', '/Users/yuvenblowria/MLPR/data/Yjzw2bylox/Yjzw2bylox_R_033.png', '/Users/yuvenblowria/MLPR/data/Yjzw2bylox/Yjzw2bylox_R_034.png', '/Users/yuvenblowria/MLPR/data/Yjzw2bylox/Yjzw2bylox_R_035.png', '/Users/yuvenblowria/MLPR/data/Yjzw2bylox/Yjzw2bylox_R_036.png', '/Users/yuvenblowria/MLPR/data/Yjzw2bylox/Yjzw2bylox_R_037.png', '/Users/yuvenblowria/MLPR/data/Yjzw2bylox/Yjzw2bylox_R_038.png', '/Users/yuvenblowria/MLPR/data/Yjzw2bylox/Yjzw2bylox_R_039.png', '/Users/yuvenblowria/MLPR/data/Yjzw2bylox/Yjzw2bylox_R_040.png']",[],"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]"
ID_185883_Bt6qfa,0.5,DIXON,Early,Ot13d4nq6t,2,"['/Users/yuvenblowria/MLPR/data/Ot13d4nq6t/Ot13d4nq6t_L_041.png', '/Users/yuvenblowria/MLPR/data/Ot13d4nq6t/Ot13d4nq6t_L_042.png', '/Users/yuvenblowria/MLPR/data/Ot13d4nq6t/Ot13d4nq6t_L_043.png', '/Users/yuvenblowria/MLPR/data/Ot13d4nq6t/Ot13d4nq6t_L_044.png', '/Users/yuvenblowria/MLPR/data/Ot13d4nq6t/Ot13d4nq6t_L_045.png', '/Users/yuvenblowria/MLPR/data/Ot13d4nq6t/Ot13d4nq6t_L_046.png', '/Users/yuvenblowria/MLPR/data/Ot13d4nq6t/Ot13d4nq6t_L_047.png', '/Users/yuvenblowria/MLPR/data/Ot13d4nq6t/Ot13d4nq6t_L_048.png', '/Users/yuvenblowria/MLPR/data/Ot13d4nq6t/Ot13d4nq6t_L_049.png', '/Users/yuvenblowria/MLPR/data/Ot13d4nq6t/Ot13d4nq6t_L_050.png']",[],"[41, 42, 43, 44, 45, 46, 47, 48, 49, 50]",[]
ID_188457_Hmxnza,1.4,TMEB419,Early,Mskdmpitqk,5,"['/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_021.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_022.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_023.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_024.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_025.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_026.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_027.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_028.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_029.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_030.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_031.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_032.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_033.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_034.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_035.png', '/Users/yuvenblowria/MLPR/data/Mskdmpitqk/Mskdmpitqk_L_036.png']",[],"[21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]",[]
ID_192460_Svipuz,1.4,TMEB693,Early,Ifqbqqrika,6,[],"['/Users/yuvenblowria/MLPR/data/Ifqbqqrika/Ifqbqqrika_R_020.png', '/Users/yuvenblowria/MLPR/data/Ifqbqqrika/Ifqbqqrika_R_021.png', '/Users/yuvenblowria/MLPR/data/Ifqbqqrika/Ifqbqqrika_R_022.png', '/Users/yuvenblowria/MLPR/data/Ifqbqqrika/Ifqbqqrika_R_023.png', '/Users/yuvenblowria/MLPR/data/Ifqbqqrika/Ifqbqqrika_R_024.png', '/Users/yuvenblowria/MLPR/data/Ifqbqqrika/Ifqbqqrika_R_025.png']",[],"[20, 21, 22, 23, 24, 25]"
ID_194164_Bsrwho,1.4,TMEB419,Early,Pucqtyga9u,4,[],"['/Users/yuvenblowria/MLPR/data/Pucqtyga9u/Pucqtyga9u_R_037.png', '/Users/yuvenblowria/MLPR/data/Pucqtyga9u/Pucqtyga9u_R_038.png', '/Users/yuvenblowria/MLPR/data/Pucqtyga9u/Pucqtyga9u_R_039.png', '/Users/yuvenblowria/MLPR/data/Pucqtyga9u/Pucqtyga9u_R_040.png', '/Users/yuvenblowria/MLPR/data/Pucqtyga9u/Pucqtyga9u_R_041.png', '/Users/yuvenblowria/MLPR/data/Pucqtyga9u/Pucqtyga9u_R_042.png', '/Users/yuvenblowria/MLPR/data/Pucqtyga9u/Pucqtyga9u_R_043.png']",[],"[37, 38, 39, 40, 41, 42, 43]"
ID_198688_Euc97b,2.7,IBA980581,Early,F5lrpuuq8q,2,[],"['/Users/yuvenblowria/MLPR/data/F5lrpuuq8q/F5lrpuuq8q_R_023.png', '/Users/yuvenblowria/MLPR/data/F5lrpuuq8q/F5lrpuuq8q_R_024.png', '/Users/yuvenblowria/MLPR/data/F5lrpuuq8q/F5lrpuuq8q_R_025.png', '/Users/yuvenblowria/MLPR/data/F5lrpuuq8q/F5lrpuuq8q_R_026.png', '/Users/yuvenblowria/MLPR/data/F5lrpuuq8q/F5lrpuuq8q_R_027.png', '/Users/yuvenblowria/MLPR/data/F5lrpuuq8q/F5lrpuuq8q_R_028.png', '/Users/yuvenblowria/MLPR/data/F5lrpuuq8q/F5lrpuuq8q_R_029.png', '/Users/yuvenblowria/MLPR/data/F5lrpuuq8q/F5lrpuuq8q_R_030.png', '/Users/yuvenblowria/MLPR/data/F5lrpuuq8q/F5lrpuuq8q_R_031.png']",[],"[23, 24, 25, 26, 27, 28, 29, 30, 31]"
ID_199600_Ewizmo,6.2,TMEB419,Early,Lzkaccojep,4,"['/Users/yuvenblowria/MLPR/data/Lzkaccojep/Lzkaccojep_L_024.png', '/Users/yuvenblowria/MLPR/data/Lzkaccojep/Lzkaccojep_L_025.png', '/Users/yuvenblowria/MLPR/data/Lzkaccojep/Lzkaccojep_L_026.png', '/Users/yuvenblowria/MLPR/data/Lzkaccojep/Lzkaccojep_L_027.png', '/Users/yuvenblowria/MLPR/data/Lzkaccojep/Lzkaccojep_L_028.png', '/Users/yuvenblowria/MLPR/data/Lzkaccojep/Lzkaccojep_L_029.png', '/Users/yuvenblowria/MLPR/data/Lzkaccojep/Lzkaccojep_L_030.png', '/Users/yuvenblowria/MLPR/data/Lzkaccojep/Lzkaccojep_L_031.png', '/Users/yuvenblowria/MLPR/data/Lzkaccojep/Lzkaccojep_L_032.png', '/Users/yuvenblowria/MLPR/data/Lzkaccojep/Lzkaccojep_L_033.png', '/Users/yuvenblowria/MLPR/data/Lzkaccojep/Lzkaccojep_L_034.png', '/Users/yuvenblowria/MLPR/data/Lzkaccojep/Lzkaccojep_L_035.png', '/Users/yuvenblowria/MLPR/data/Lzkaccojep/Lzkaccojep_L_036.png', '/Users/yuvenblowria/MLPR/data/Lzkaccojep/Lzkaccojep_L_037.png', '/Users/yuvenblowria/MLPR/data/Lzkaccojep/Lzkaccojep_L_038.png', '/Users/yuvenblowria/MLPR/data/Lzkaccojep/Lzkaccojep_L_039.png']",[],"[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]",[]
ID_202049_Zpvt7u,2.1,IBA154810,Early,S11rphogci,6,"['/Users/yuvenblowria/MLPR/data/S11rphogci/S11rphogci_L_020.png', '/Users/yuvenblowria/MLPR/data/S11rphogci/S11rphogci_L_021.png', '/Users/yuvenblowria/MLPR/data/S11rphogci/S11rphogci_L_022.png', '/Users/yuvenblowria/MLPR/data/S11rphogci/S11rphogci_L_023.png', '/Users/yuvenblowria/MLPR/data/S11rphogci/S11rphogci_L_024.png', '/Users/yuvenblowria/MLPR/data/S11rphogci/S11rphogci_L_025.png', '/Users/yuvenblowria/MLPR/data/S11rphogci/S11rphogci_L_026.png', '/Users/yuvenblowria/MLPR/data/S11rphogci/S11rphogci_L_027.png', '/Users/yuvenblowria/MLPR/data/S11rphogci/S11rphogci_L_028.png', '/Users/yuvenblowria/MLPR/data/S11rphogci/S11rphogci_L_029.png', '/Users/yuvenblowria/MLPR/data/S11rphogci/S11rphogci_L_030.png', '/Users/yuvenblowria/MLPR/data/S11rphogci/S11rphogci_L_031.png', '/Users/yuvenblowria/MLPR/data/S11rphogci/S11rphogci_L_032.png', '/Users/yuvenblowria/MLPR/data/S11rphogci/S11rphogci_L_033.png', '/Users/yuvenblowria/MLPR/data/S11rphogci/S11rphogci_L_034.png']",[],"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]",[]
ID_203893_Kiz2lt,2.9,TMEB693,Early,Nrse2plksd,3,[],"['/Users/yuvenblowria/MLPR/data/Nrse2plksd/Nrse2plksd_R_025.png', '/Users/yuvenblowria/MLPR/data/Nrse2plksd/Nrse2plksd_R_026.png', '/Users/yuvenblowria/MLPR/data/Nrse2plksd/Nrse2plksd_R_027.png', '/Users/yuvenblowria/MLPR/data/Nrse2plksd/Nrse2plksd_R_028.png', '/Users/yuvenblowria/MLPR/data/Nrse2plksd/Nrse2plksd_R_029.png', '/Users/yuvenblowria/MLPR/data/Nrse2plksd/Nrse2plksd_R_030.png', '/Users/yuvenblowria/MLPR/data/Nrse2plksd/Nrse2plksd_R_031.png', '/Users/yuvenblowria/MLPR/data/Nrse2plksd/Nrse2plksd_R_032.png', '/Users/yuvenblowria/MLPR/data/Nrse2plksd/Nrse2plksd_R_033.png', '/Users/yuvenblowria/MLPR/data/Nrse2plksd/Nrse2plksd_R_034.png', '/Users/yuvenblowria/MLPR/data/Nrse2plksd/Nrse2plksd_R_035.png']",[],"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]"
ID_210119_V1cauz,4.9,TMEB419,Early,Mpmvh2mgm3,2,[],"['/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_024.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_025.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_026.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_027.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_028.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_029.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_030.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_031.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_032.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_033.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_034.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_035.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_036.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_037.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_038.png']",[],"[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]"
ID_211500_Ndgm1d,2.1,TMEB693,Early,Vbkivqphuz,5,"['/Users/yuvenblowria/MLPR/data/Vbkivqphuz/Vbkivqphuz_L_020.png', '/Users/yuvenblowria/MLPR/data/Vbkivqphuz/Vbkivqphuz_L_021.png', '/Users/yuvenblowria/MLPR/data/Vbkivqphuz/Vbkivqphuz_L_022.png', '/Users/yuvenblowria/MLPR/data/Vbkivqphuz/Vbkivqphuz_L_023.png', '/Users/yuvenblowria/MLPR/data/Vbkivqphuz/Vbkivqphuz_L_024.png', '/Users/yuvenblowria/MLPR/data/Vbkivqphuz/Vbkivqphuz_L_025.png', '/Users/yuvenblowria/MLPR/data/Vbkivqphuz/Vbkivqphuz_L_026.png', '/Users/yuvenblowria/MLPR/data/Vbkivqphuz/Vbkivqphuz_L_027.png', '/Users/yuvenblowria/MLPR/data/Vbkivqphuz/Vbkivqphuz_L_028.png', '/Users/yuvenblowria/MLPR/data/Vbkivqphuz/Vbkivqphuz_L_029.png', '/Users/yuvenblowria/MLPR/data/Vbkivqphuz/Vbkivqphuz_L_030.png', '/Users/yuvenblowria/MLPR/data/Vbkivqphuz/Vbkivqphuz_L_031.png', '/Users/yuvenblowria/MLPR/data/Vbkivqphuz/Vbkivqphuz_L_032.png']",[],"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",[]
ID_216014_Djn5n6,0.4,IBA980581,Early,Vinlgebupo,2,"['/Users/yuvenblowria/MLPR/data/Vinlgebupo/Vinlgebupo_L_023.png', '/Users/yuvenblowria/MLPR/data/Vinlgebupo/Vinlgebupo_L_024.png', '/Users/yuvenblowria/MLPR/data/Vinlgebupo/Vinlgebupo_L_025.png', '/Users/yuvenblowria/MLPR/data/Vinlgebupo/Vinlgebupo_L_026.png', '/Users/yuvenblowria/MLPR/data/Vinlgebupo/Vinlgebupo_L_027.png', '/Users/yuvenblowria/MLPR/data/Vinlgebupo/Vinlgebupo_L_028.png', '/Users/yuvenblowria/MLPR/data/Vinlgebupo/Vinlgebupo_L_029.png']",[],"[23, 24, 25, 26, 27, 28, 29]",[]
ID_216190_Fevuwk,4.8,TMEB419,Early,Mpmvh2mgm3,4,[],"['/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_024.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_025.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_026.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_027.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_028.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_029.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_030.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_031.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_032.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_033.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_034.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_035.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_036.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_037.png', '/Users/yuvenblowria/MLPR/data/Mpmvh2mgm3/Mpmvh2mgm3_R_038.png']",[],"[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]"
